 user_id | route_id | seq_no | hand |                                                           move                                                            | crux 
       1 |        2 |     14 | L    | match                                                                                                                     | f
       1 |        2 |     15 | R    | up right to angle gaston jug                                                                                              | f
       1 |        2 |     16 | L    | up to multiple pocket hold                                                                                                | f
       1 |        2 |     17 | R    | match                                                                                                                     | f
       1 |        2 |     18 | R    | go again to jug                                                                                                           | f
       1 |        2 |     19 | L    | reach up and left to finger bucket                                                                                        | f
       1 |        2 |     20 | R    | move right to finger bucket                                                                                               | f
       1 |        2 |     21 | L    | move right to finger bucket                                                                                               | f
       1 |        2 |     22 | R    | moves up right to angled gaston crimp                                                                                     | f
       1 |        2 |     23 | L    | grab finishing hold                                                                                                       | f
       1 |        5 |      1 | R    | Matched on jug                                                                                                            | f
       1 |        5 |      2 | R    | move right to pinch jug                                                                                                   | f
       1 |        5 |      3 | L    | move left to left facing side pull jug                                                                                    | f
       1 |        5 |      4 | R    | moves right to finger bucket                                                                                              | f
       1 |        5 |      5 | L    | moving nine-o-clock to undercling                                                                                         | f
       1 |        5 |      6 | R    | big cross through to jug                                                                                                  | f
       1 |        5 |      7 | L    | match                                                                                                                     | f
       1 |        5 |      8 | L    | moving left to side pull jug                                                                                              | f
       1 |        5 |      9 | R    | up to right facing side pull                                                                                              | f
       1 |        5 |     10 | L    | moving up to pinch intermediate                                                                                           | f
       1 |        5 |     11 | L    | go again to flat edge                                                                                                     | f
       1 |        5 |     12 | R    | moving to right facing jug                                                                                                | f
       1 |        5 |     13 | L    | up to big featured jug                                                                                                    | f
       1 |        5 |     14 | R    | match                                                                                                                     | f
       1 |        5 |     15 | R    | bump out right to pinch                                                                                                   | f
       1 |        5 |     16 | L    | up to big featured jug                                                                                                    | f
       1 |        5 |     17 | R    | match                                                                                                                     | f
       1 |        5 |     18 | R    | bump out right to pinch                                                                                                   | f
       1 |        5 |     19 | L    | move up left to undercling                                                                                                | f
       1 |        5 |     20 | R    | cross over to flat edge                                                                                                   | f
       1 |        5 |     21 | L    | unwind to good left edge                                                                                                  | f
       1 |        5 |     22 | R    | moving up to shallow pinch                                                                                                | f
       1 |        5 |     23 | L    | finishing hold                                                                                                            | f
       1 |        6 |      1 | R    | moving right to a right angle crimp rail                                                                                  | f
       1 |        6 |      2 | L    | match                                                                                                                     | f
       1 |        6 |      3 | L    | up to another right angle crimp rail                                                                                      | f
       1 |        6 |      4 | R    | up to right angle crimp                                                                                                   | f
       1 |        6 |      5 | L    | move to a full pad crimp                                                                                                  | f
       1 |        6 |      6 | R    | move to a double sided sidepull                                                                                           | f
       1 |        6 |      7 | L    | match on sidepull                                                                                                         | f
       1 |        6 |      8 | L    | go again to pinch                                                                                                         | f
       1 |        6 |      9 | R    | out right to side pull crimp                                                                                              | f
       1 |        6 |     10 | L    | move into another side pull crimp                                                                                         | f
       1 |        6 |     11 | R    | move into crimp dish                                                                                                      | f
       1 |        6 |     12 | L    | moving left to an undercling                                                                                              | f
       1 |        6 |     13 | R    | cross to crimp                                                                                                            | f
       1 |        6 |     14 | L    | match                                                                                                                     | f
       1 |        6 |     15 | R    | moving right to side pull crimp                                                                                           | f
       1 |        6 |     16 | L    | moving left to left angled crimp                                                                                          | f
       1 |        6 |     17 | R    | crossing over to bulbous feature                                                                                          | f
       1 |        6 |     18 | L    | match                                                                                                                     | f
       1 |        6 |     19 | L    | moving left to crimp                                                                                                      | f
       1 |        6 |     20 | R    | side pull                                                                                                                 | f
       1 |        6 |     21 | L    | moving big out left to pinch                                                                                              | f
       1 |        6 |     22 | R    | moving up to crimp                                                                                                        | f
       1 |        6 |     23 | L    | finishing jug                                                                                                             | f
       2 |       13 |      1 | R    | to side pinch                                                                                                             | f
       2 |       13 |      2 | L    | to good hold after roof edge                                                                                              | f
       2 |       13 |      3 | R    | jump so sloper                                                                                                            | f
       2 |       13 |      4 | L    | match to side pinch                                                                                                       | t
       2 |       13 |      5 | R    | swing to side sloper                                                                                                      | f
       2 |       13 |      6 | L    | jump to jug                                                                                                               | t
       7 |       32 |      1 | L    | Bump                                                                                                                      | f
       7 |       32 |      2 | R    | Mantle                                                                                                                    | f
       7 |       32 |      3 | L    | Crimp                                                                                                                     | f
       7 |       32 |      4 | R    | Crimp                                                                                                                     | f
       7 |       32 |      5 | L    | Sloper                                                                                                                    | f
       7 |       32 |      6 | R    | Jug                                                                                                                       | f
       7 |       32 |      7 | L    | Jug                                                                                                                       | f
       7 |       32 |      8 | R    | Gaston                                                                                                                    | t
       7 |       32 |      9 | L    | Jug                                                                                                                       | f
       7 |       32 |     10 | R    | Bumb                                                                                                                      | f
       7 |       32 |     11 | L    | Bumb                                                                                                                      | f
       8 |       34 |      1 | L    | small crimp                                                                                                               | f
       8 |       34 |      2 | R    | side pull                                                                                                                 | f
       8 |       34 |      3 | L    | big move to sloper                                                                                                        | f
       8 |       34 |      4 | R    | small crimp                                                                                                               | f
       8 |       34 |      5 | L    | heelhook big move to sloper                                                                                               | f
       8 |       34 |      6 | R    | dyno to jug                                                                                                               | f
      11 |       43 |      1 | R    | Sidepull                                                                                                                  | f
      11 |       43 |      2 | L    | Far Crimp                                                                                                                 | f
      11 |       43 |      3 | R    | side crimp                                                                                                                | f
      11 |       43 |      4 | R    | Monkey Sloper                                                                                                             | t
      11 |       43 |      5 | L    | Gaston                                                                                                                    | f
      13 |       45 |      1 | L    | Jug                                                                                                                       | f
      13 |       45 |      2 | R    | Good Crimp                                                                                                                | f
      13 |       45 |      3 | L    | Sideways Pinch                                                                                                            | f
      13 |       45 |      4 | R    | Sidepull Crimp                                                                                                            | f
      13 |       45 |      5 | L    | Sloping Dish                                                                                                              | f
      13 |       45 |      6 | L    | Jug 3-Finger Pocket (Dyno)                                                                                                | t
      13 |       45 |      7 | R    | Match                                                                                                                     | f
      13 |       45 |      8 | R    | Mini-Jug                                                                                                                  | f
      13 |       45 |      9 | L    | Jug                                                                                                                       | f
      13 |       45 |     10 | R    | Jug                                                                                                                       | f
      13 |       45 |     11 | L    | Top-Out                                                                                                                   | f
      14 |       46 |      1 | L    | small diagnol crimp                                                                                                       | f
      14 |       46 |      2 | R    | nonexistent right hand                                                                                                    | f
      14 |       46 |      3 | R    | undercling edge                                                                                                           | f
      14 |       46 |      4 | L    | small crimp                                                                                                               | f
      14 |       46 |      5 | R    | decent gaston crimp                                                                                                       | t
      14 |       46 |      6 | L    | diagnol good crimp                                                                                                        | f
      14 |       46 |      7 | R    | cross under, diagnol good crimp                                                                                           | f
      14 |       46 |      8 | L    | good crimp                                                                                                                | f
      14 |       46 |      9 | L    | bump to slopey ape grip                                                                                                   | f
      14 |       46 |     10 | R    | match                                                                                                                     | f
      14 |       46 |     11 | R    | jug                                                                                                                       | f
      14 |       47 |      1 | L    | jug                                                                                                                       | f
      14 |       47 |      2 | R    | jug                                                                                                                       | f
      14 |       47 |      3 | R    | decent crimp                                                                                                              | f
      14 |       47 |      4 | R    | toehook                                                                                                                   | f
      14 |       47 |      5 | L    | wide pinch                                                                                                                | f
      14 |       47 |      6 | R    | match                                                                                                                     | f
      14 |       47 |      7 | L    | throw for big hold (not a jug)                                                                                            | f
      14 |       47 |      8 | R    | good thin pinch                                                                                                           | t
      14 |       47 |      9 | L    | heel hook                                                                                                                 | f
      14 |       47 |     10 | L    | flat edge                                                                                                                 | f
      14 |       47 |     11 | R    | big sloper                                                                                                                | f
      14 |       47 |     12 | L    | match                                                                                                                     | f
      14 |       47 |     13 | L    | heel hook                                                                                                                 | f
      14 |       47 |     14 | L    | big move to big hold                                                                                                      | f
      14 |       47 |     15 | R    | match                                                                                                                     | f
      14 |       47 |     16 | L    | good crimp                                                                                                                | t
      14 |       47 |     17 | R    | good crimp                                                                                                                | f
      14 |       47 |     18 | L    | match                                                                                                                     | f
      14 |       47 |     19 | R    | jug                                                                                                                       | f
      14 |       48 |      1 | L    | slopey pinch                                                                                                              | f
      14 |       48 |      2 | R    | match                                                                                                                     | f
      14 |       48 |      3 | L    | horizontal sloper                                                                                                         | f
      14 |       48 |      4 | R    | sloper undercling                                                                                                         | f
      14 |       48 |      5 | L    | bad sloper                                                                                                                | t
      14 |       48 |      6 | L    | bump to good pinch                                                                                                        | f
      14 |       48 |      7 | R    | horrible sloper rail                                                                                                      | t
      14 |       48 |      8 | R    | throw to jug                                                                                                              | t
      14 |       49 |      1 | L    | good gaston                                                                                                               | f
      14 |       49 |      2 | R    | good gaston                                                                                                               | f
      14 |       49 |      3 | L    | match                                                                                                                     | f
      14 |       49 |      4 | R    | bad crimp                                                                                                                 | f
      14 |       49 |      5 | L    | heel hook                                                                                                                 | f
      14 |       49 |      6 | L    | non existent crimp                                                                                                        | f
      14 |       49 |      7 | L    | bump dyno to huge jug                                                                                                     | t
      14 |       50 |      1 | L    | very good hold                                                                                                            | f
      14 |       50 |      2 | R    | very good hold                                                                                                            | f
      14 |       50 |      3 | L    | toe hook                                                                                                                  | f
      14 |       50 |      4 | L    | big move to good crimp                                                                                                    | t
      14 |       50 |      5 | R    | match                                                                                                                     | f
      14 |       50 |      6 | R    | big move to good sloper                                                                                                   | f
      12 |       56 |      1 | R    | move to a double sided side pull                                                                                          | f
      12 |       56 |      2 | L    | match on side pull                                                                                                        | f
      12 |       56 |      3 | L    | go again to pinch                                                                                                         | f
      12 |       56 |      4 | R    | out right to side pull crimp                                                                                              | f
      12 |       56 |      5 | R    | matched on jug                                                                                                            | f
      12 |       56 |      6 | R    | move right to pinch jug                                                                                                   | f
      12 |       56 |      7 | R    | move right to finger bucket                                                                                               | f
      12 |       56 |      8 | L    | moving nine-o''clock to undercling                                                                                        | f
      12 |       56 |      9 | R    | big cross thru to jug                                                                                                     | f
      12 |       56 |     10 | L    | cross to crimp (match)                                                                                                    | f
      12 |       56 |     11 | R    | moving right to side pull crimp                                                                                           | f
      12 |       57 |      1 | R    | sit down slanted pull crimp                                                                                               | t
      12 |       57 |      2 | L    | far reach to side pull                                                                                                    | t
      12 |       57 |      3 | L    | up to jug                                                                                                                 | t
      12 |       57 |      4 | R    | cross to left with side pull                                                                                              | t
      12 |       57 |      5 | L    | up to finger pocket                                                                                                       | t
      12 |       57 |      6 | R    | right to big finger pocket                                                                                                | f
      16 |       59 |      1 | R    | Reach to blue jug                                                                                                         | f
      16 |       59 |      2 | L    | Reach back to blue jug                                                                                                    | f
      16 |       59 |      3 | R    | Reach to green jug                                                                                                        | f
      16 |       59 |      4 | L    | Reach to white bucket                                                                                                     | f
      16 |       59 |      5 | R    | Reach to blue jug                                                                                                         | f
      16 |       59 |      6 | L    | Reach to blue jug                                                                                                         | t
      19 |       61 |      1 | L    | Starting pinch                                                                                                            | f
      19 |       61 |      2 | R    | Undercling mini jug                                                                                                       | f
      19 |       61 |      3 | R    | Side pull jug                                                                                                             | f
      19 |       61 |      4 | L    | Downward mini jug                                                                                                         | f
      19 |       61 |      5 | R    | Gaston mini jug                                                                                                           | f
      19 |       61 |      6 | L    | downward crimp                                                                                                            | f
      19 |       61 |      7 | R    | sidepull jug                                                                                                              | f
      19 |       61 |      8 | L    | Cross to mini jug                                                                                                         | f
      19 |       61 |      9 | R    | Gaston                                                                                                                    | f
      19 |       61 |     10 | L    | sidepull mini jug                                                                                                         | f
      19 |       61 |     11 | R    | Cross to mod jug sidepull                                                                                                 | f
      19 |       61 |     12 | L    | Side pull on crimp                                                                                                        | f
      19 |       61 |     13 | R    | Downward crip                                                                                                             | f
      19 |       61 |     14 | L    | cross to mini jug sidepull                                                                                                | f
      19 |       61 |     15 | R    | gaston slopper                                                                                                            | f
      19 |       61 |     16 | R    | gaston crimp                                                                                                              | f
      19 |       61 |     17 | L    | sidepull jug                                                                                                              | f
      19 |       61 |     18 | R    | downward jug                                                                                                              | f
      19 |       61 |     19 | L    | side pull jug                                                                                                             | f
      19 |       61 |     20 | R    | gaston mini jug                                                                                                           | f
      19 |       61 |     21 | L    | gaston mini jug                                                                                                           | f
      19 |       61 |     22 | R    | cross sidepull mini jug                                                                                                   | f
      19 |       61 |     23 | L    | pinch                                                                                                                     | f
      19 |       61 |     24 | R    | sidepull slopper                                                                                                          | f
      19 |       61 |     25 | R    | sidepull sloppy jug                                                                                                       | f
      19 |       61 |     26 | L    | down ward crimp                                                                                                           | f
      19 |       61 |     27 | R    | sidepull crimp                                                                                                            | f
      21 |       64 |      1 | L    | edge                                                                                                                      | f
      21 |       64 |      2 | R    | match                                                                                                                     | f
      21 |       64 |      3 | L    | slopey ledge                                                                                                              | f
      21 |       64 |      4 | R    | medium crimp sidepull                                                                                                     | f
      21 |       64 |      5 | L    | wide pinch                                                                                                                | f
      21 |       64 |      6 | R    | diagonal sloper                                                                                                           | f
      21 |       64 |      7 | L    | medium crimp                                                                                                              | f
      25 |       67 |      1 | R    | Move Right, 6 bolts right, 1 bolt up to blue slopey crimp                                                                 | f
      25 |       67 |      2 | L    | Move to a crimp 1 bolt above the right hand. (toe hook)                                                                   | f
      25 |       67 |      3 | R    | Dyno up 3 bolts, 2 bolts right from the left-hand                                                                         | t
      25 |       67 |      4 | L    | left up to the crimp next to the right hand sloper                                                                        | f
      25 |       67 |      5 | R    | campus to large jug 3.5 bolts up, and 1.5 bolts left.                                                                     | f
      25 |       67 |      6 | L    | Match Jug                                                                                                                 | f
      25 |       67 |      7 | L    | left 6 bolts and down 3 bolts from the jug to crimpy undercling                                                           | f
      25 |       67 |      8 | R    | up 3.5 bolts and 1.5 bolts to crimp                                                                                       | f
      25 |       67 |      9 | L    | left 4 bolts to crimp.  Finish                                                                                            | f
      34 |      115 |      1 | L    | cross to incut                                                                                                            | f
      34 |      115 |      2 | R    | out to sloper                                                                                                             | f
      34 |      115 |      3 | L    | up to jug                                                                                                                 | f
      34 |      115 |      4 | R    | cross to jug                                                                                                              | f
      34 |      115 |      5 | L    | out to gaston                                                                                                             | f
      34 |      115 |      6 | R    | bump to crimp                                                                                                             | f
      34 |      115 |      7 | L    | throw to sloper                                                                                                           | f
      34 |      115 |      8 | R    | high foot                                                                                                                 | f
      34 |      115 |      9 | L    | heel hook                                                                                                                 | f
      34 |      115 |     10 | R    | bump to incut                                                                                                             | f
      34 |      115 |     11 | L    | cross to sloper                                                                                                           | f
      34 |      115 |     12 | R    | out to crimp                                                                                                              | f
      25 |       71 |      1 | R    | Start on undercling                                                                                                       | f
      25 |       71 |      2 | L    | move to a moderate jug 8 bolts to the left                                                                                | f
      25 |       71 |      3 | R    | move to crimp/beam                                                                                                        | f
      27 |       72 |      1 | L    | Side pull on edge                                                                                                         | f
      27 |       72 |      2 | R    | side pull on pocket                                                                                                       | f
      27 |       72 |      3 | L    | cross over to sloper                                                                                                      | f
      27 |       72 |      4 | R    | gaston                                                                                                                    | f
      27 |       73 |      1 | L    | sloper                                                                                                                    | f
      27 |       73 |      2 | R    | crossover to edge                                                                                                         | f
      27 |       73 |      3 | L    | pinch                                                                                                                     | f
      27 |       73 |      4 | R    | sidepull moving straight up                                                                                               | f
      34 |      115 |     13 | L    | throw to jug                                                                                                              | f
      34 |      115 |     14 | R    | over to layback                                                                                                           | f
      34 |      115 |     15 | L    | match hold                                                                                                                | f
      34 |      115 |     16 | R    | heel hook                                                                                                                 | f
      34 |      115 |     17 | L    | high foot                                                                                                                 | f
      34 |      115 |     18 | R    | bump to sloper                                                                                                            | f
      34 |      115 |     19 | L    | mantle up                                                                                                                 | f
      28 |       79 |      1 | L    | match start                                                                                                               | f
      28 |       79 |      2 | R    | match start                                                                                                               | f
      28 |       79 |      3 | L    | side pull                                                                                                                 | f
      28 |       79 |      4 | R    | cross in                                                                                                                  | t
      28 |       79 |      5 | L    | high jug on the roof                                                                                                      | f
      28 |       79 |      6 | R    | match                                                                                                                     | f
      28 |       79 |      7 | R    | roof jug                                                                                                                  | f
      28 |       79 |      8 | L    | cross to roof jug                                                                                                         | f
      28 |       79 |      9 | R    | finish on roof horn                                                                                                       | f
      29 |       81 |      1 | L    | Match on start                                                                                                            | f
      29 |       81 |      2 | R    | Match on start                                                                                                            | f
      29 |       81 |      3 | L    | Jug                                                                                                                       | f
      29 |       81 |      4 | R    | Match on Jug                                                                                                              | f
      29 |       81 |      5 | R    | Cross Right to Slopey Ball                                                                                                | f
      29 |       81 |      6 | L    | Gaston to Slopey Boobies                                                                                                  | t
      29 |       81 |      7 | L    | Bump around to far side of Boobies                                                                                        | f
      29 |       81 |      8 | R    | Match on Boobies                                                                                                          | t
      29 |       81 |      9 | L    | Fondle Boobies to Readjust                                                                                                | f
      29 |       81 |     10 | R    | Fondle Boobies to Readjust                                                                                                | f
      29 |       81 |     11 | L    | Move around arete to Cobble                                                                                               | f
      29 |       81 |     12 | R    | Cross to finish                                                                                                           | f
      31 |       94 |      1 | L    | horizontal small crimp                                                                                                    | f
      31 |       94 |      2 | R    | vertical large undercling                                                                                                 | f
      31 |       94 |      3 | L    | diagonal pinch                                                                                                            | f
      31 |       94 |      4 | R    | vertical sloper                                                                                                           | f
      35 |      124 |      1 | L    | sidepull                                                                                                                  | f
      35 |      124 |      2 | R    | small crimp                                                                                                               | f
      35 |      124 |      3 | R    | undercling                                                                                                                | f
      35 |      124 |      4 | L    | cross to sloper                                                                                                           | t
      35 |      124 |      5 | R    | match sloper                                                                                                              | f
      35 |      124 |      6 | R    | gaston                                                                                                                    | f
      35 |      124 |      7 | L    | small crimp                                                                                                               | f
      35 |      124 |      8 | R    | jug                                                                                                                       | f
      36 |      125 |      1 | L    | slope                                                                                                                     | t
      36 |      125 |      2 | R    | pinch                                                                                                                     | f
      36 |      125 |      3 | L    | crimp                                                                                                                     | f
      36 |      125 |      4 | R    | jug                                                                                                                       | f
      39 |      135 |      1 | L    | Big move to pocket                                                                                                        | f
      39 |      135 |      2 | R    | Big move to finger jug                                                                                                    | f
      39 |      135 |      3 | L    | Campus to crimp                                                                                                           | f
      39 |      135 |      4 | R    | Campus to pinch                                                                                                           | t
      39 |      135 |      5 | L    | Reach to sloper                                                                                                           | f
      39 |      135 |      6 | R    | Medium move to finsh jug                                                                                                  | f
      96 |      290 |      1 | L    | to gaston pinch                                                                                                           | f
      39 |      149 |      1 | L    | To crimp                                                                                                                  | f
      39 |      149 |      2 | R    | Small bump to crimp                                                                                                       | f
      39 |      149 |      3 | R    | Big move to jug                                                                                                           | f
      39 |      149 |      4 | L    | Throw to pinch                                                                                                            | t
      39 |      149 |      5 | R    | Cross under to crimp                                                                                                      | t
      39 |      149 |      6 | L    | Fall into sloper                                                                                                          | f
      39 |      149 |      7 | R    | Grab jug                                                                                                                  | f
      39 |      156 |      1 | L    | Slopey crimp                                                                                                              | f
      39 |      156 |      2 | R    | Pocket                                                                                                                    | f
      39 |      156 |      3 | L    | Match on pocket                                                                                                           | f
      39 |      156 |      4 | L    | Throw to slopey pinch                                                                                                     | f
      39 |      156 |      5 | L    | Slopey crimp                                                                                                              | f
      39 |      156 |      6 | R    | Tiny razor crimp                                                                                                          | f
      39 |      156 |      7 | R    | Bump to sloper                                                                                                            | f
      39 |      156 |      8 | L    | Diagonal to sidepull                                                                                                      | f
      39 |      156 |      9 | R    | Go to jug                                                                                                                 | f
      39 |      156 |     10 | R    | Gaston                                                                                                                    | f
      39 |      156 |     11 | L    | Undercling                                                                                                                | f
      39 |      156 |     12 | R    | Diagonal pinch                                                                                                            | f
      39 |      156 |     13 | L    | Match                                                                                                                     | f
      39 |      156 |     14 | R    | Dyno to jug                                                                                                               | f
      39 |      156 |     15 | L    | Sixepull                                                                                                                  | f
      39 |      156 |     16 | R    | Sidepull                                                                                                                  | f
      39 |      156 |     17 | L    | Rail                                                                                                                      | f
      39 |      156 |     18 | R    | Match                                                                                                                     | f
      39 |      156 |     19 | L    | Jug                                                                                                                       | f
      44 |      159 |      1 | R    | Up and right to right angled undercling                                                                                   | f
      44 |      159 |      2 | L    | Above last hold, right sidepull jug                                                                                       | f
      44 |      159 |      3 | R    | Match left hand                                                                                                           | f
      44 |      159 |      4 | L    | Up slightly to undercling                                                                                                 | f
      44 |      159 |      5 | R    | Hand-heel match                                                                                                           | t
      44 |      159 |      6 | R    | Cross to jug                                                                                                              | t
      45 |      160 |      1 | L    | 1                                                                                                                         | f
      45 |      160 |      4 | R    | 4                                                                                                                         | f
      45 |      160 |      5 | L    | 5                                                                                                                         | f
      45 |      160 |      6 | R    | 6                                                                                                                         | f
      45 |      160 |      7 | L    | 7                                                                                                                         | f
      45 |      160 |      8 | R    | 8                                                                                                                         | f
      45 |      160 |      9 | L    | 9                                                                                                                         | f
      45 |      160 |     10 | R    | 10                                                                                                                        | f
      45 |      160 |     11 | L    | 11                                                                                                                        | f
      45 |      160 |     12 | R    | 12                                                                                                                        | f
      45 |      160 |     13 | L    | 13                                                                                                                        | f
      45 |      160 |     14 | R    | 14                                                                                                                        | f
      45 |      160 |     15 | L    | 15                                                                                                                        | f
      45 |      160 |     16 | R    | 16                                                                                                                        | f
      45 |      160 |     17 | L    | 17                                                                                                                        | f
      45 |      160 |     18 | R    | 18                                                                                                                        | f
      45 |      160 |     19 | L    | 19                                                                                                                        | f
      45 |      160 |     20 | R    | 20                                                                                                                        | f
      45 |      160 |      2 | L    | 3                                                                                                                         | f
      45 |      160 |      3 | R    | 2                                                                                                                         | f
      46 |      164 |      1 | L    | On pinch start                                                                                                            | f
      46 |      164 |      2 | R    | On pinch start                                                                                                            | f
      46 |      164 |      3 | R    | Diagonal to good crimp                                                                                                    | f
      46 |      164 |      4 | L    | Gaston                                                                                                                    | f
      46 |      164 |      5 | R    | Gaston                                                                                                                    | f
      46 |      164 |      6 | R    | Bump to good crimp                                                                                                        | f
      47 |      169 |      1 | L    | Sloper                                                                                                                    | f
      47 |      169 |      2 | R    | Sloper                                                                                                                    | f
      47 |      169 |      3 | L    | Jug                                                                                                                       | f
      47 |      169 |      4 | R    | Under ling                                                                                                                | f
      47 |      169 |      5 | L    | Undercling                                                                                                                | f
      47 |      169 |      6 | R    | Match                                                                                                                     | f
      47 |      169 |      7 | L    | Mantle                                                                                                                    | t
      47 |      169 |      8 | R    | Pinch                                                                                                                     | f
      47 |      169 |      9 | L    | Pinch                                                                                                                     | f
      47 |      169 |     10 | R    | Gaston                                                                                                                    | f
      47 |      169 |     11 | L    | Crimp                                                                                                                     | f
      47 |      169 |     12 | R    | Crimp                                                                                                                     | f
      47 |      169 |     13 | L    | Jug                                                                                                                       | f
      47 |      169 |     14 | R    | Undercling                                                                                                                | f
      47 |      169 |     15 | L    | Sloper                                                                                                                    | f
      47 |      169 |     16 | R    | Drop knee                                                                                                                 | f
      47 |      169 |     17 | L    | Jug                                                                                                                       | f
      47 |      169 |     18 | R    | Undercling                                                                                                                | f
      47 |      169 |     19 | L    | Pinch                                                                                                                     | f
      47 |      169 |     20 | R    | Pinch                                                                                                                     | f
      47 |      169 |     21 | L    | Pinch                                                                                                                     | f
      47 |      169 |     22 | R    | Pinch                                                                                                                     | f
      47 |      169 |     23 | L    | Jug                                                                                                                       | f
      47 |      169 |     24 | R    | Jug                                                                                                                       | f
      47 |      169 |     25 | L    | Rail                                                                                                                      | f
      47 |      169 |     26 | R    | Jug                                                                                                                       | f
      47 |      169 |     27 | L    | Jug                                                                                                                       | f
      47 |      169 |     28 | R    | Mantle                                                                                                                    | f
      47 |      169 |     29 | L    | Gaston                                                                                                                    | t
      48 |      170 |      1 | L    | up left to a managable sloper                                                                                             | f
      48 |      170 |      2 | R    | out right to a solid side pull                                                                                            | f
      48 |      170 |      3 | L    | stand up to shallow pocket                                                                                                | f
      48 |      170 |      4 | R    | up and right to a sloper                                                                                                  | f
      48 |      170 |      5 | L    | match sloper                                                                                                              | f
      48 |      170 |      6 | R    | out right and up to finish jug                                                                                            | f
      49 |      177 |      1 | L    | start                                                                                                                     | f
      49 |      177 |      2 | R    | start                                                                                                                     | f
      49 |      177 |      3 | L    | huck to pinch                                                                                                             | f
      49 |      177 |      4 | R    | bump crimp to slopper                                                                                                     | t
      49 |      177 |      5 | L    | match on slopper                                                                                                          | t
      49 |      177 |      6 | R    | dyno to jug finish                                                                                                        | t
      49 |      179 |      1 | L    | match                                                                                                                     | f
      49 |      179 |      2 | R    | match                                                                                                                     | f
      49 |      179 |      3 | L    | gaston to crimp-jug                                                                                                       | f
      49 |      179 |      4 | R    | bicycle on start and foot chip then match on crimp-jug                                                                    | f
      49 |      179 |      5 | L    | huck to gaston pinch                                                                                                      | f
      49 |      179 |      6 | R    | match on pinch                                                                                                            | f
      49 |      179 |      7 | L    | deadpoint to slopping jug                                                                                                 | f
      50 |      182 |      1 | L    | crimp                                                                                                                     | f
      50 |      182 |      2 | R    | crimp                                                                                                                     | f
      50 |      182 |      3 | L    | sloper                                                                                                                    | f
      50 |      182 |      4 | R    | pinch                                                                                                                     | f
      50 |      182 |      5 | L    | cross crimp                                                                                                               | f
      50 |      182 |      6 | R    | jug                                                                                                                       | f
      50 |      182 |      7 | L    | match                                                                                                                     | f
      50 |      182 |      8 | R    | side pull                                                                                                                 | f
      50 |      182 |      9 | L    | cross crimp                                                                                                               | f
      50 |      182 |     10 | R    | under cling                                                                                                               | t
      50 |      182 |     11 | L    | sloper                                                                                                                    | f
      50 |      182 |     12 | R    | sloper                                                                                                                    | f
      50 |      182 |     13 | L    | crimp match                                                                                                               | t
      58 |      188 |      1 | R    | Down Pull                                                                                                                 | f
      58 |      188 |      2 | L    | Gaston                                                                                                                    | f
      58 |      188 |      3 | R    | Side Pull                                                                                                                 | f
      58 |      188 |      4 | L    | Gaston                                                                                                                    | t
