user_id | route_id |   seq_no  |  hand  |                           move                           | crux
    0   |      4   |       31  |    L   |   go again to left angle jug                             |   f
    0   |      4   |       32  |    R   |   up to right angle jug                                  |   f
    0   |      4   |       33  |    L   |   into left facing undercling                            |   f
    0   |      4   |       34  |    R   |   go again moving leftward to a jug                      |   f
    0   |      4   |       35  |    L   |   move left to left facing side pull jug                 |   f
    0   |      4   |       36  |    R   |   up to left angle jug                                   |   f
    0   |      4   |       37  |    R   |   up right to angle gaston jug                           |   f
    0   |      4   |       38  |    L   |   up to multiple pocket hold                             |   f
    0   |      5   |       1   |    R   |   Matched on jug                                         |   f
    0   |      5   |       2   |    R   |   move right to pinch jug                                |   f
    0   |      5   |       3   |    L   |   move left to left facing side pull jug                 |   f
    0   |      5   |       4   |    R   |   moves right to finger bucket                           |   f
    0   |      5   |       5   |    L   |   moving nine-o-clock to undercling                      |   f
    0   |      5   |       6   |    R   |   big cross through to jug                               |   f
    0   |      5   |       7   |    L   |   match                                                  |   f
    0   |      5   |       8   |    L   |   moving left to side pull jug                           |   f
    0   |      5   |       9   |    R   |   up to right facing side pull                           |   f
    0   |      5   |       10  |    L   |   moving up to pinch intermediate                        |   f
    0   |      5   |       11  |    L   |   go again to flat edge                                  |   f
    0   |      5   |       12  |    R   |   moving to right facing jug                             |   f
    0   |      5   |       13  |    L   |   up to big featured jug                                 |   f
    0   |      5   |       14  |    R   |   match                                                  |   f
    0   |      5   |       15  |    R   |   bump out right to pinch                                |   f
    0   |      5   |       16  |    L   |   up to big featured jug                                 |   f
    0   |      5   |       17  |    R   |   match                                                  |   f
    0   |      5   |       18  |    R   |   bump out right to pinch                                |   f
    0   |      5   |       19  |    L   |   move up left to undercling                             |   f
    0   |      5   |       20  |    R   |   cross over to flat edge                                |   f
    0   |      5   |       21  |    L   |   unwind to good left edge                               |   f
    0   |      5   |       22  |    R   |   moving up to shallow pinch                             |   f
    0   |      5   |       23  |    L   |   finishing hold                                         |   f
    0   |      6   |       1   |    R   |   moving right to a right angle crimp rail               |   f
    0   |      6   |       2   |    L   |   match                                                  |   f
    0   |      6   |       3   |    L   |   up to another right angle crimp rail                   |   f
    0   |      6   |       4   |    R   |   up to right angle crimp                                |   f
    0   |      6   |       5   |    L   |   move to a full pad crimp                               |   f
    0   |      6   |       6   |    R   |   move to a double sided sidepull                        |   f
    0   |      6   |       7   |    L   |   match on sidepull                                      |   f
    0   |      6   |       8   |    L   |   go again to pinch                                      |   f
    0   |      6   |       9   |    R   |   out right to side pull crimp                           |   f
    0   |      6   |       10  |    L   |   move into another side pull crimp                      |   f
    0   |      6   |       11  |    R   |   move into crimp dish                                   |   f
    0   |      6   |       12  |    L   |   moving left to an undercling                           |   f
    0   |      6   |       13  |    R   |   cross to crimp                                         |   f
    0   |      6   |       14  |    L   |   match                                                  |   f
    0   |      6   |       15  |    R   |   moving right to side pull crimp                        |   f
    0   |      6   |       16  |    L   |   moving left to left angled crimp                       |   f
    0   |      6   |       17  |    R   |   crossing over to bulbous feature                       |   f
    0   |      6   |       18  |    L   |   match                                                  |   f
    0   |      6   |       19  |    L   |   moving left to crimp                                   |   f
    0   |      6   |       20  |    R   |   side pull                                              |   f
    0   |      6   |       21  |    L   |   moving big out left to pinch                           |   f
    0   |      6   |       22  |    R   |   moving up to crimp                                     |   f
    0   |      6   |       23  |    L   |   finishing jug                                          |   f
    0   |      11  |       43  |    L   |   up to another right angle crimp rail                   |   f
    0   |      11  |       44  |    R   |   up to right angle crimp                                |   f
    0   |      11  |       45  |    L   |   move to a full pad crimp                               |   f
    0   |      11  |       46  |    R   |   move to a double sided sidepull                        |   f
    0   |      11  |       47  |    R   |   move right to pinch jug                                |   f
    0   |      11  |       48  |    L   |   move left to left facing side pull jug                 |   f
    0   |      11  |       49  |    R   |   moves right to finger bucket                           |   f
    0   |      11  |       50  |    L   |   moving nine-o-clock to undercling                      |   f
    0   |      11  |       51  |    R   |   move into crimp dish                                   |   f
    0   |      11  |       52  |    L   |   moving left to an undercling                           |   f
    0   |      11  |       53  |    R   |   cross to crimp                                         |   f
    0   |      11  |       54  |    L   |   cross to crimp (match)                                 |   f
    0   |      11  |       55  |    R   |   moving right to side pull crimp                        |   f
    0   |      11  |       56  |    R   |   Matched on jug                                         |   f
    0   |      11  |       57  |    L   |   reach to jug                                           |   f
    0   |      11  |       58  |    L   |   up to big featured jug                                 |   f
    0   |      11  |       59  |    R   |   up to big featured jug (match)                         |   f
    0   |      11  |       60  |    R   |   bump out right to pinch                                |   f
    0   |      11  |       61  |    L   |   moving big out left to pinch                           |   f
    0   |      11  |       62  |    R   |   moving up to crimp                                     |   f
    0   |      11  |       63  |    L   |   finishing jug                                          |   f
    0   |      11  |       64  |    L   |   finishing jug                                          |   f
    0   |      11  |       65  |    L   |   unwind to good left edge                               |   f
    0   |      11  |       66  |    R   |   moving up to shallow pinch                             |   f
    0   |      11  |       67  |    R   |   moving up to shallow pinch                             |   f
    0   |      11  |       68  |    L   |   finishing hold                                         |   f
    0   |      11  |       69  |    L   |   finishing hold                                         |   f
    0   |      11  |       70  |    R   |   moving right to a right angle crimp rail               |   f
    0   |      11  |       71  |    R   |   moving right to a right angle crimp rail               |   f
    0   |      11  |       72  |    L   |   moving right to a right angle crimp rail (match)       |   f
    0   |      11  |       73  |    L   |   up to another right angle crimp rail                   |   f
    0   |      11  |       74  |    L   |   move to a full pad crimp                               |   f
    0   |      11  |       75  |    R   |   move to a double sided sidepull                        |   f
    0   |      11  |       76  |    L   |   match on sidepull                                      |   f
    0   |      11  |       77  |    L   |   go again to pinch                                      |   f
    0   |      11  |       78  |    R   |   out right to side pull crimp                           |   f
    0   |      11  |       79  |    R   |   move into crimp dish                                   |   f
    0   |      11  |       80  |    L   |   moving left to an undercling                           |   f
    0   |      11  |       81  |    L   |   moving left to an undercling                           |   f
    0   |      11  |       82  |    R   |   cross to crimp                                         |   f
    0   |      11  |       83  |    L   |   cross to crimp (match)                                 |   f
    0   |      11  |       84  |    R   |   moving right to side pull crimp                        |   f
    0   |      11  |       85  |    L   |   moving left to left angled crimp                       |   f
    0   |      11  |       86  |    R   |   crossing over to bulbous feature                       |   f
    0   |      12  |       62  |    R   |   up to right facing side pull                           |   f
    0   |      11  |       87  |    L   |   crossing over to bulbous feature (match)               |   f
    0   |      11  |       88  |    L   |   moving left to crimp                                   |   f
    0   |      11  |       89  |    L   |   moving big out left to pinch                           |   f
    0   |      11  |       90  |    R   |   moving up to crimp                                     |   f
    0   |      12  |       63  |    R   |   up to right facing side pull                           |   f
    0   |      12  |       64  |    L   |   move to a full pad crimp                               |   f
    0   |      12  |       65  |    L   |   move to a full pad crimp                               |   f
    0   |      12  |       66  |    L   |   move to a full pad crimp                               |   f
    0   |      12  |       67  |    R   |   move to a double sided sidepull                        |   f
    0   |      12  |       68  |    R   |   move to a double sided sidepull                        |   f
    0   |      12  |       69  |    L   |   match on sidepull                                      |   f
    0   |      12  |       70  |    L   |   match on sidepull                                      |   f
    0   |      12  |       71  |    L   |   go again to pinch                                      |   f
    0   |      12  |       72  |    L   |   go again to pinch                                      |   f
    0   |      12  |       73  |    L   |   go again to pinch                                      |   f
    0   |      12  |       74  |    R   |   cross to crimp                                         |   f
    0   |      12  |       75  |    R   |   cross to crimp                                         |   f
    0   |      12  |       76  |    L   |   cross to crimp (match)                                 |   f
    0   |      12  |       77  |    L   |   cross to crimp (match)                                 |   f
    0   |      12  |       78  |    R   |   moving right to side pull crimp                        |   f
    0   |      12  |       79  |    R   |   moving right to side pull crimp                        |   f
    0   |      12  |       80  |    L   |   moving left to left angled crimp                       |   f
    0   |      12  |       81  |    R   |   crossing over to bulbous feature                       |   f
    0   |      12  |       82  |    L   |   crossing over to bulbous feature (match)               |   f
    0   |      12  |       83  |    R   |   moves right to finger bucket                           |   f
    0   |      12  |       84  |    L   |   moving nine-o-clock to undercling                      |   f
    0   |      12  |       85  |    L   |   moving nine-o-clock to undercling                      |   f
    0   |      12  |       86  |    R   |   big cross through to jug                               |   f
    0   |      12  |       87  |    L   |   big cross through to jug (match)                       |   f
    0   |      12  |       88  |    L   |   moving left to side pull jug                           |   f
    0   |      12  |       89  |    R   |   up to right facing side pull                           |   f
    0   |      12  |       90  |    L   |   moving up to pinch intermediate                        |   f
    0   |      13  |       1   |    R   |   to side pinch                                          |   f
    0   |      13  |       2   |    L   |   to good hold after roof edge                           |   f
    0   |      13  |       3   |    R   |   jump so sloper                                         |   f
    0   |      13  |       4   |    L   |   match to side pinch                                    |   t
    0   |      13  |       5   |    R   |   swing to side sloper                                   |   f
    0   |      13  |       6   |    L   |   jump to jug                                            |   t
    0   |      14  |       0   |    R   |   to side pinch                                          |   f
    0   |      14  |       1   |    R   |   to side pinch                                          |   f
    0   |      14  |       2   |    L   |   to good hold after roof edge                           |   f
    0   |      14  |       3   |    L   |   match to side pinch                                    |   f
    0   |      14  |       4   |    R   |   swing to side sloper                                   |   f
    0   |      14  |       5   |    L   |   jump to jug                                            |   f
    0   |      15  |       0   |    L   |   jump to jug                                            |   f
    0   |      15  |       1   |    L   |   jump to jug                                            |   f
    0   |      15  |       2   |    L   |   jump to jug                                            |   f
    0   |      15  |       3   |    L   |   jump to jug                                            |   f
    0   |      15  |       4   |    L   |   jump to jug                                            |   f
    0   |      15  |       5   |    L   |   jump to jug                                            |   f
    0   |      32  |       1   |    L   |   Bump                                                   |   f
    0   |      32  |       2   |    R   |   Mantle                                                 |   f
    0   |      32  |       3   |    L   |   Crimp                                                  |   f
    0   |      32  |       4   |    R   |   Crimp                                                  |   f
    0   |      32  |       5   |    L   |   Sloper                                                 |   f
    0   |      32  |       6   |    R   |   Jug                                                 |  f
    0   |      32  |       7   |    L   |   Jug                                                 |  f
    0   |      32  |       8   |    R   |   Gaston                                                 |   t
    0   |      32  |       9   |    L   |   Jug                                                 |  f
    0   |      32  |       10  |    R   |   Bumb                                                   |   f
    0   |      32  |       11  |    L   |   Bumb                                                   |   f
    0   |      33  |       0   |    L   |   Bump                                                   |   f
    0   |      33  |       1   |    L   |   Bump                                                   |   f
    0   |      33  |       2   |    R   |   Mantle                                                 |   f
    0   |      33  |       3   |    R   |   Crimp                                                  |   f
    0   |      33  |       4   |    L   |   Sloper                                                 |   f
    0   |      33  |       5   |    R   |   Jug                                                 |  f
    0   |      33  |       6   |    L   |   Jug                                                 |  f
    0   |      33  |       7   |    R   |   Gaston                                                 |   f
    0   |      33  |       8   |    L   |   Jug                                                 |  f
    0   |      33  |       9   |    R   |   Bumb                                                   |   f
    0   |      33  |       10  |    L   |   Bumb                                                   |   f
    0   |      34  |       1   |    L   |   small crimp                                            |   f
    0   |      34  |       2   |    R   |   side pull                                              |   f
    0   |      34  |       3   |    L   |   big move to sloper                                     |   f
    0   |      34  |       4   |    R   |   small crimp                                            |   f
    0   |      34  |       5   |    L   |   heelhook big move to sloper                            |   f
    0   |      34  |       6   |    R   |   dyno to jug                                            |   f
    0   |      35  |       0   |    L   |   small crimp                                            |   f
    0   |      35  |       1   |    L   |   small crimp                                            |   f
    0   |      35  |       2   |    R   |   side pull                                              |   f
    0   |      35  |       3   |    R   |   small crimp                                            |   f
    0   |      35  |       4   |    L   |   heelhook big move to sloper                            |   f
    0   |      35  |       5   |    R   |   dyno to jug                                            |   f
    0   |      36  |       0   |    L   |   small crimp                                            |   f
    0   |      36  |       1   |    L   |   small crimp                                            |   f
    0   |      36  |       2   |    R   |   side pull                                              |   f
    0   |      36  |       3   |    R   |   small crimp                                            |   f
    0   |      36  |       4   |    L   |   heelhook big move to sloper                            |   f
    0   |      36  |       5   |    R   |   dyno to jug                                            |   f
    0   |      37  |       0   |    L   |   small crimp                                            |   f
    0   |      37  |       1   |    L   |   small crimp                                            |   f
    0   |      37  |       2   |    R   |   side pull                                              |   f
    0   |      37  |       3   |    R   |   small crimp                                            |   f
    0   |      37  |       4   |    L   |   heelhook big move to sloper                            |   f
    0   |      37  |       5   |    R   |   dyno to jug                                            |   f
    0   |      38  |       0   |    L   |   small crimp                                            |   f
    0   |      38  |       1   |    L   |   small crimp                                            |   f
    0   |      38  |       2   |    R   |   side pull                                              |   f
    0   |      38  |       3   |    R   |   small crimp                                            |   f
    0   |      38  |       4   |    L   |   heelhook big move to sloper                            |   f
    0   |      38  |       5   |    R   |   dyno to jug                                            |   f
    0   |      43  |       1   |    R   |   Sidepull                                               |   f
    0   |      43  |       2   |    L   |   Far Crimp                                              |   f
    0   |      43  |       3   |    R   |   side crimp                                             |   f
    0   |      43  |       4   |    R   |   Monkey Sloper                                          |   t
    0   |      43  |       5   |    L   |   Gaston                                                 |   f
    0   |      44  |       0   |    R   |   Sidepull                                               |   f
    0   |      44  |       1   |    R   |   Sidepull                                               |   f
    0   |      44  |       2   |    L   |   Far Crimp                                              |   f
    0   |      44  |       3   |    R   |   Monkey Sloper                                          |   f
    0   |      44  |       4   |    L   |   Gaston                                                 |   f
    0   |      45  |       1   |    L   |   Jug                                                 |  f
    0   |      45  |       2   |    R   |   Good Crimp                                             |   f
    0   |      45  |       3   |    L   |   Sideways Pinch                                         |   f
    0   |      45  |       4   |    R   |   Sidepull Crimp                                         |   f
    0   |      45  |       5   |    L   |   Sloping Dish                                           |   f
    0   |      45  |       6   |    L   |   Jug 3-Finger Pocket (Dyno)                             |   t
    0   |      45  |       7   |    R   |   Match                                                  |   f
    0   |      45  |       8   |    R   |   Mini-Jug                                               |   f
    0   |      45  |       9   |    L   |   Jug                                                 |  f
    0   |      45  |       10  |    R   |   Jug                                                 |  f
    0   |      45  |       11  |    L   |   Top-Out                                                |   f
    0   |      46  |       1   |    L   |   small diagnol crimp                                    |   f
    0   |      46  |       2   |    R   |   nonexistent right hand                                 |   f
    0   |      46  |       3   |    R   |   undercling edge                                        |   f
    0   |      46  |       4   |    L   |   small crimp                                            |   f
    0   |      12  |       0   |    L   |   go again to left angle jug                             |   f
    0   |      12  |       1   |    R   |   up to right angle jug                                  |   f
    0   |      12  |       2   |    L   |   into left facing undercling                            |   f
    0   |      12  |       3   |    R   |   go to flat edge crimp                                  |   f
    0   |      12  |       4   |    R   |   Matched on jug                                         |   f
    0   |      12  |       5   |    L   |   reach to jug                                           |   f
    0   |      12  |       6   |    R   |   to good sidepull                                       |   f
    0   |      12  |       7   |    L   |   to good sidepull                                       |   f
    0   |      12  |       8   |    R   |   to finger jug                                          |   f
    0   |      12  |       9   |    R   |   up right to angle gaston jug                           |   f
    0   |      12  |       10  |    L   |   up to multiple pocket hold                             |   f
    0   |      12  |       11  |    R   |   go again to jug                                        |   f
    0   |      12  |       12  |    L   |   reach up and left to finger bucket                     |   f
    0   |      12  |       13  |    R   |   roll into pinch jug                                    |   f
    0   |      12  |       14  |    R   |   rt to angle jug                                        |   f
    0   |      12  |       15  |    L   |   rt to angle jug (match)                                |   f
    0   |      12  |       16  |    R   |   moving right to crimp                                  |   f
    0   |      12  |       17  |    L   |   up to angle jug                                        |   f
    0   |      12  |       18  |    R   |   Matched on jug                                         |   f
    0   |      12  |       19  |    R   |   side pull                                              |   f
    0   |      12  |       20  |    L   |   move left to left facing side pull jug                 |   f
    0   |      12  |       21  |    R   |   moves right to finger bucket                           |   f
    0   |      12  |       22  |    L   |   moving nine-o-clock to undercling                      |   f
    0   |      12  |       23  |    R   |   big cross through to jug                               |   f
    0   |      12  |       24  |    L   |   big cross through to jug (match)                       |   f
    0   |      12  |       25  |    L   |   moving left to side pull jug                           |   f
    0   |      12  |       26  |    R   |   up to right facing side pull                           |   f
    0   |      12  |       27  |    L   |   moving up to pinch intermediate                        |   f
    0   |      12  |       28  |    L   |   go again to flat edge                                  |   f
    0   |      12  |       29  |    R   |   moving to right facing jug                             |   f
    0   |      12  |       30  |    L   |   up to big featured jug                                 |   f
    0   |      12  |       31  |    L   |   up to big featured jug                                 |   f
    0   |      12  |       32  |    R   |   up to big featured jug (match)                         |   f
    0   |      12  |       33  |    R   |   up to big featured jug (match)                         |   f
    0   |      12  |       34  |    R   |   bump out right to pinch                                |   f
    0   |      12  |       35  |    L   |   left ward move to pinch intermediate                   |   f
    0   |      12  |       36  |    L   |   left ward move to pinch intermediate                   |   f
    0   |      12  |       37  |    L   |   go again to left angle jug                             |   f
    0   |      12  |       38  |    R   |   up to right angle jug                                  |   f
    0   |      12  |       39  |    L   |   into left facing undercling                            |   f
    0   |      12  |       40  |    R   |   go again moving leftward to a jug                      |   f
    0   |      12  |       41  |    L   |   move left to left facing side pull jug                 |   f
    0   |      12  |       42  |    R   |   up to left angle jug                                   |   f
    0   |      12  |       43  |    R   |   up right to angle gaston jug                           |   f
    0   |      12  |       44  |    L   |   up to multiple pocket hold                             |   f
    0   |      12  |       45  |    R   |   up to multiple pocket hold (match)                     |   f
    0   |      12  |       46  |    R   |   up to multiple pocket hold (match)                     |   f
    0   |      12  |       47  |    R   |   go again to jug                                        |   f
    0   |      12  |       48  |    L   |   reach up and left to finger bucket                     |   f
    0   |      12  |       49  |    R   |   move right to finger bucket                            |   f
    0   |      12  |       50  |    R   |   moves up right to angled gaston crimp                  |   f
    0   |      12  |       51  |    L   |   grab finishing hold                                    |   f
    0   |      12  |       52  |    L   |   crossing over to bulbous feature (match)               |   f
    0   |      12  |       53  |    L   |   crossing over to bulbous feature (match)               |   f
    0   |      12  |       54  |    L   |   move left to left facing side pull jug                 |   f
    0   |      12  |       55  |    R   |   moves right to finger bucket                           |   f
    0   |      12  |       56  |    L   |   moving nine-o-clock to undercling                      |   f
    0   |      12  |       57  |    L   |   moving nine-o-clock to undercling                      |   f
    0   |      12  |       58  |    R   |   big cross through to jug                               |   f
    0   |      12  |       59  |    L   |   big cross through to jug (match)                       |   f
    0   |      12  |       60  |    L   |   moving left to side pull jug                           |   f
    0   |      12  |       61  |    L   |   moving left to side pull jug                           |   f
    0   |      46  |       5   |    R   |   decent gaston crimp                                    |   t
    0   |      46  |       6   |    L   |   diagnol good crimp                                     |   f
    0   |      46  |       7   |    R   |   cross under, diagnol good crimp                        |   f
    0   |      46  |       8   |    L   |   good crimp                                             |   f
    0   |      46  |       9   |    L   |   bump to slopey ape grip                                |   f
    0   |      46  |       10  |    R   |   match                                                  |   f
    0   |      46  |       11  |    R   |   jug                                                 |  f
    0   |      47  |       1   |    L   |   jug                                                 |  f
    0   |      47  |       2   |    R   |   jug                                                 |  f
    0   |      47  |       3   |    R   |   decent crimp                                           |   f
    0   |      47  |       4   |    R   |   toehook                                                |   f
    0   |      47  |       5   |    L   |   wide pinch                                             |   f
    0   |      47  |       6   |    R   |   match                                                  |   f
    0   |      47  |       7   |    L   |   throw for big hold (not a jug)                         |   f
    0   |      47  |       8   |    R   |   good thin pinch                                        |   t
    0   |      47  |       9   |    L   |   heel hook                                              |   f
    0   |      47  |       10  |    L   |   flat edge                                              |   f
    0   |      47  |       11  |    R   |   big sloper                                             |   f
    0   |      47  |       12  |    L   |   match                                                  |   f
    0   |      47  |       13  |    L   |   heel hook                                              |   f
